superfamily,locus,gene model confidence,inferred-by-rule,classification
CCAAT-Dr1,TraesCS2B02G378700,high,t,TF
CCAAT-Dr1,TraesCS2D02G180700,high,t,TF
CCAAT-Dr1,TraesCS2D02G358300,high,t,TF
CCAAT-Dr1,TraesCS3A02G026900,high,t,TF
CCAAT-Dr1,TraesCS3A02G352900,high,t,TF
CCAAT-Dr1,TraesCS3A02G450700,high,t,TF
CCAAT-Dr1,TraesCS3A02G457000,high,t,TF
CCAAT-Dr1,TraesCS3A02G457100,high,t,TF
CCAAT-Dr1,TraesCS3B02G017400,high,t,TF
CCAAT-Dr1,TraesCS3B02G385600,high,t,TF
CCAAT-Dr1,TraesCS3B02G487800,high,t,TF
CCAAT-Dr1,TraesCS3D02G347000,high,t,TF
CCAAT-Dr1,TraesCS3D02G443500,high,t,TF
CCAAT-Dr1,TraesCS3D02G450000,high,t,TF
CCAAT-Dr1,TraesCS3D02G450100,high,t,TF
CCAAT-Dr1,TraesCS5B02G454900,high,t,TF
CCAAT-Dr1,TraesCS6A02G287300,high,t,TF
CCAAT-Dr1,TraesCS6A02G287400,high,t,TF
CCAAT-Dr1,TraesCS6B02G316600,high,t,TF
CCAAT-Dr1,TraesCS6B02G316700,high,t,TF
CCAAT-Dr1,TraesCS6D02G268000,high,t,TF
CCAAT-Dr1,TraesCS6D02G268100,high,t,TF
CCAAT-Dr1,TraesCS7A02G214500,high,t,TF
CCAAT-Dr1,TraesCS7A02G214600,high,t,TF
CCAAT-Dr1,TraesCS7A02G214700,high,t,TF
CCAAT-Dr1,TraesCS7A02G214800,high,t,TF
CCAAT-Dr1,TraesCS7A02G214900,high,t,TF
CCAAT-Dr1,TraesCS7A02G486400,high,t,TF
CCAAT-Dr1,TraesCS7B02G121800,high,t,TF
CCAAT-Dr1,TraesCS7B02G121900,high,t,TF
CCAAT-Dr1,TraesCS7B02G501400,high,t,TF
CCAAT-Dr1,TraesCS7D02G216600,high,t,TF
CCAAT-Dr1,TraesCS7D02G216800,high,t,TF
CCAAT-Dr1,TraesCSU01G050900,high,t,TF
CCAAT-Dr1,TraesCSU01G051000,high,t,TF
CCAAT-Dr1,TraesCSU01G203900,high,t,TF
CCAAT-HAP2,TraesCS2A02G172500,high,t,TF
CCAAT-HAP2,TraesCS2B02G198700,high,t,TF
CCAAT-HAP2,TraesCS2D02G179600,high,t,TF
CCAAT-HAP2,TraesCS4A02G277300,high,t,TF
CCAAT-HAP2,TraesCS4B02G290400,high,t,TF
CCAAT-HAP2,TraesCS4D02G033700,high,t,TF
CCAAT-HAP2,TraesCS4D02G289600,high,t,TF
CCAAT-HAP2,TraesCS5A02G029900,high,t,TF
CCAAT-HAP2,TraesCS5A02G043300,high,t,TF
CCAAT-HAP2,TraesCS5A02G373500,high,t,TF
CCAAT-HAP2,TraesCS5B02G028500,high,t,TF
CCAAT-HAP2,TraesCS5B02G047100,high,t,TF
CCAAT-HAP2,TraesCS5B02G375500,high,t,TF
CCAAT-HAP2,TraesCS5D02G037800,high,t,TF
CCAAT-HAP2,TraesCS5D02G052200,high,t,TF
CCAAT-HAP2,TraesCS5D02G383000,high,t,TF
CCAAT-HAP2,TraesCS6A02G335400,high,t,TF
CCAAT-HAP2,TraesCS6B02G366100,high,t,TF
CCAAT-HAP2,TraesCS6D02G315300,high,t,TF
CCAAT-HAP3,TraesCS4A02G306400,high,t,TF
CCAAT-HAP3,TraesCS4B02G008300,high,t,TF
CCAAT-HAP3,TraesCS4D02G007000,high,t,TF
CCAAT-HAP5,TraesCS1A02G354900,high,f,TF
CCAAT-HAP5,TraesCS1A02G355900,high,f,TF
CCAAT-HAP5,TraesCS1B02G365500,high,f,TF
CCAAT-HAP5,TraesCS1B02G366800,high,f,TF
CCAAT-HAP5,TraesCS1D02G355600,high,f,TF
CCAAT-HAP5,TraesCS1A02G310700,high,t,TF
CCAAT-HAP5,TraesCS1B02G322000,high,t,TF
CCAAT-HAP5,TraesCS1D02G310200,high,t,TF
CCAAT-HAP5,TraesCS1D02G354400,high,t,TF
CCAAT-HAP5,TraesCS3D02G102500,high,t,TF
CCAAT-HAP5,TraesCS4A02G081000,high,t,TF
CCAAT-HAP5,TraesCS4B02G223000,high,t,TF
CCAAT-HAP5,TraesCS4D02G223400,high,t,TF
CCAAT-HAP5,TraesCS5A02G256500,high,t,TF
CCAAT-HAP5,TraesCS5B02G255900,high,t,TF
CCAAT-HAP5,TraesCS5D02G265000,high,t,TF
CCAAT-HAP5,TraesCS6A02G157900,high,t,TF
CCAAT-HAP5,TraesCS6B02G185700,high,t,TF
CCAAT-HAP5,TraesCS6D02G147300,high,t,TF
CCAAT-HAP5,TraesCS7A02G239500,high,t,TF
CCAAT-HAP5,TraesCS7A02G336700,high,t,TF
CCAAT-HAP5,TraesCS7A02G474800,high,t,TF
CCAAT-HAP5,TraesCS7A02G475400,high,t,TF
CCAAT-HAP5,TraesCS7B02G135000,high,t,TF
CCAAT-HAP5,TraesCS7B02G248300,high,t,TF
CCAAT-HAP5,TraesCS7B02G376500,high,t,TF
CCAAT-HAP5,TraesCS7B02G377000,high,t,TF
CCAAT-HAP5,TraesCS7B02G377200,high,t,TF
CCAAT-HAP5,TraesCS7B02G377500,high,t,TF
CCAAT-HAP5,TraesCS7D02G237100,high,t,TF
CCAAT-HAP5,TraesCS7D02G344400,high,t,TF
CCAAT-HAP5,TraesCS7D02G462100,high,t,TF
CCAAT-HAP5,TraesCS7D02G462200,high,t,TF
CCAAT-HAP5,TraesCS7D02G463100,high,t,TF
CPP,TraesCS1A02G327100,high,t,TF
CPP,TraesCS1A02G427700,high,t,TF
CPP,TraesCS1A02G427800,high,t,TF
CPP,TraesCS1A02G428000,high,t,TF
CPP,TraesCS1B02G340500,high,t,TF
CPP,TraesCS1B02G411800,high,t,TF
CPP,TraesCS1B02G423900,high,t,TF
CPP,TraesCS1B02G462600,high,t,TF
CPP,TraesCS1B02G462800,high,t,TF
CPP,TraesCS1B02G462900,high,t,TF
CPP,TraesCS1D02G329200,high,t,TF
CPP,TraesCS1D02G393200,high,t,TF
CPP,TraesCS1D02G400400,high,t,TF
CPP,TraesCS1D02G437400,high,t,TF
CPP,TraesCS2A02G122300,high,t,TF
CPP,TraesCS2B02G144400,high,t,TF
CPP,TraesCS2D02G125000,high,t,TF
CPP,TraesCS2D02G563300,high,t,TF
CPP,TraesCS3A02G219300,high,t,TF
CPP,TraesCS3A02G304800,high,t,TF
CPP,TraesCS3B02G249700,high,t,TF
CPP,TraesCS3B02G331700,high,t,TF
CPP,TraesCS3D02G233200,high,t,TF
CPP,TraesCS3D02G297000,high,t,TF
CPP,TraesCS4A02G284600,high,t,TF
CPP,TraesCS4B02G028500,high,t,TF
CPP,TraesCS4D02G026100,high,t,TF
CPP,TraesCS5A02G053800,high,t,TF
CPP,TraesCS5A02G054200,high,t,TF
CPP,TraesCS5B02G062200,high,t,TF
CPP,TraesCS5B02G062400,high,t,TF
CPP,TraesCS5D02G065300,high,t,TF
CPP,TraesCS5D02G065500,high,t,TF
CPP,TraesCS7A02G341100,high,t,TF
CPP,TraesCS7B02G242300,high,t,TF
CPP,TraesCS7D02G338500,high,t,TF
CSD,TraesCS1A02G262400,high,t,TF
CSD,TraesCS1A02G262500,high,t,TF
CSD,TraesCS1B02G273000,high,t,TF
CSD,TraesCS1B02G273100,high,t,TF
CSD,TraesCS1D02G262400,high,t,TF
CSD,TraesCS1D02G262500,high,t,TF
CSD,TraesCS2A02G144600,high,t,TF
CSD,TraesCS2A02G144700,high,t,TF
CSD,TraesCS2B02G169500,high,t,TF
CSD,TraesCS2B02G169600,high,t,TF
CSD,TraesCS2D02G148500,high,t,TF
CSD,TraesCS2D02G148600,high,t,TF
CSD,TraesCS6A02G069500,high,t,TF
CSD,TraesCS6B02G093900,high,t,TF
CSD,TraesCS6D02G067500,high,t,TF
E2F/DP,TraesCS1A02G139700,high,t,TF
E2F/DP,TraesCS1B02G156900,high,t,TF
E2F/DP,TraesCS1D02G139300,high,t,TF
E2F/DP,TraesCS2A02G031800,high,t,TF
E2F/DP,TraesCS2A02G297400,high,t,TF
E2F/DP,TraesCS2B02G043500,high,t,TF
E2F/DP,TraesCS2B02G313600,high,t,TF
E2F/DP,TraesCS2D02G031400,high,t,TF
E2F/DP,TraesCS2D02G295300,high,t,TF
E2F/DP,TraesCS3A02G268500,high,t,TF
E2F/DP,TraesCS3B02G302900,high,t,TF
E2F/DP,TraesCS3D02G268600,high,t,TF
E2F/DP,TraesCS4A02G036000,high,t,TF
E2F/DP,TraesCS4B02G268800,high,t,TF
E2F/DP,TraesCS4D02G268100,high,t,TF
E2F/DP,TraesCS5A02G125900,high,t,TF
E2F/DP,TraesCS5B02G125100,high,t,TF
E2F/DP,TraesCS5D02G133600,high,t,TF
E2F/DP,TraesCS6A02G195500,high,t,TF
E2F/DP,TraesCS6A02G311700,high,t,TF
E2F/DP,TraesCS6B02G233700,high,t,TF
E2F/DP,TraesCS6B02G341900,high,t,TF
E2F/DP,TraesCS6D02G182600,high,t,TF
E2F/DP,TraesCS6D02G291000,high,t,TF
E2F/DP,TraesCS7A02G238500,high,t,TF
E2F/DP,TraesCS7B02G103500,high,t,TF
E2F/DP,TraesCS7D02G199600,high,t,TF
EIL,TraesCS2A02G099900,high,t,TF
EIL,TraesCS2A02G342500,high,t,TF
EIL,TraesCS2B02G116900,high,t,TF
EIL,TraesCS2B02G340200,high,t,TF
EIL,TraesCS2D02G099400,high,t,TF
EIL,TraesCS2D02G320800,high,t,TF
EIL,TraesCS3A02G396000,high,t,TF
EIL,TraesCS3B02G428000,high,t,TF
EIL,TraesCS3D02G390000,high,t,TF
EIL,TraesCS4A02G129400,high,t,TF
EIL,TraesCS4B02G175100,high,t,TF
EIL,TraesCS4D02G177000,high,t,TF
EIL,TraesCS5A02G265700,high,t,TF
EIL,TraesCS5B02G265400,high,t,TF
EIL,TraesCS5D02G273600,high,t,TF
EIL,TraesCS6B02G376700,high,t,TF
EIL,TraesCS6D02G326600,high,t,TF
EIL,TraesCS7A02G246100,high,t,TF
EIL,TraesCS7B02G145400,high,t,TF
EIL,TraesCS7D02G244600,high,t,TF
EIL,TraesCSU01G080900,high,t,TF
FHA,TraesCS3A02G461400,high,f,TF
FHA,TraesCS3A02G461600,high,f,TF
FHA,TraesCS3B02G204800,high,f,TF
FHA,TraesCS3B02G504100,high,f,TF
FHA,TraesCS3D02G455000,high,f,TF
FHA,TraesCS4D02G122800,high,f,TF
FHA,TraesCS1A02G019200,high,t,TF
FHA,TraesCS1A02G162200,high,t,TF
FHA,TraesCS1B02G022900,high,t,TF
FHA,TraesCS1B02G178800,high,t,TF
FHA,TraesCS1D02G018400,high,t,TF
FHA,TraesCS1D02G159000,high,t,TF
FHA,TraesCS2A02G317000,high,t,TF
FHA,TraesCS2B02G335400,high,t,TF
FHA,TraesCS2D02G314900,high,t,TF
FHA,TraesCS3A02G174400,high,t,TF
FHA,TraesCS3A02G174900,high,t,TF
FHA,TraesCS3B02G204600,high,t,TF
FHA,TraesCS3D02G180300,high,t,TF
FHA,TraesCS3D02G180400,high,t,TF
FHA,TraesCS4A02G190400,high,t,TF
FHA,TraesCS4A02G206100,high,t,TF
FHA,TraesCS4B02G109700,high,t,TF
FHA,TraesCS4B02G129700,high,t,TF
FHA,TraesCS4B02G320500,high,t,TF
FHA,TraesCS4D02G107100,high,t,TF
FHA,TraesCS4D02G317000,high,t,TF
FHA,TraesCS5A02G284300,high,t,TF
FHA,TraesCS5A02G448100,high,t,TF
FHA,TraesCS5A02G460400,high,t,TF
FHA,TraesCS5A02G491500,high,t,TF
FHA,TraesCS5B02G452800,high,t,TF
FHA,TraesCS5B02G455800,high,t,TF
FHA,TraesCS5B02G470200,high,t,TF
FHA,TraesCS5D02G291600,high,t,TF
FHA,TraesCS5D02G454900,high,t,TF
FHA,TraesCS5D02G472100,high,t,TF
FHA,TraesCS6A02G405100,high,t,TF
FHA,TraesCS6B02G449300,high,t,TF
FHA,TraesCS6D02G388400,high,t,TF
FHA,TraesCS7A02G212300,high,t,TF
FHA,TraesCS7A02G257400,high,t,TF
FHA,TraesCS7A02G258700,high,t,TF
FHA,TraesCS7B02G119200,high,t,TF
FHA,TraesCS7B02G154300,high,t,TF
FHA,TraesCS7B02G156300,high,t,TF
FHA,TraesCS7D02G214000,high,t,TF
FHA,TraesCS7D02G258200,high,t,TF
FHA,TraesCS7D02G259600,high,t,TF
GARP-G2-like,TraesCS6B02G357700,high,f,TF
GARP-G2-like,TraesCSU01G097800,high,f,TF
GARP-G2-like,TraesCS1A02G202500,high,t,TF
GARP-G2-like,TraesCS1A02G258400,high,t,TF
GARP-G2-like,TraesCS1B02G216600,high,t,TF
GARP-G2-like,TraesCS1B02G268900,high,t,TF
GARP-G2-like,TraesCS1B02G441800,high,t,TF
GARP-G2-like,TraesCS1D02G205800,high,t,TF
GARP-G2-like,TraesCS1D02G257700,high,t,TF
GARP-G2-like,TraesCS2A02G116100,high,t,TF
GARP-G2-like,TraesCS2A02G264800,high,t,TF
GARP-G2-like,TraesCS2A02G402700,high,t,TF
GARP-G2-like,TraesCS2B02G135600,high,t,TF
GARP-G2-like,TraesCS2B02G277300,high,t,TF
GARP-G2-like,TraesCS2B02G420900,high,t,TF
GARP-G2-like,TraesCS2D02G119100,high,t,TF
GARP-G2-like,TraesCS2D02G259200,high,t,TF
GARP-G2-like,TraesCS2D02G400100,high,t,TF
GARP-G2-like,TraesCS3A02G123700,high,t,TF
GARP-G2-like,TraesCS3A02G161000,high,t,TF
GARP-G2-like,TraesCS3A02G361800,high,t,TF
GARP-G2-like,TraesCS3A02G526600,high,t,TF
GARP-G2-like,TraesCS3B02G144100,high,t,TF
GARP-G2-like,TraesCS3B02G191600,high,t,TF
GARP-G2-like,TraesCS3B02G394200,high,t,TF
GARP-G2-like,TraesCS3B02G594300,high,t,TF
GARP-G2-like,TraesCS3D02G125300,high,t,TF
GARP-G2-like,TraesCS3D02G168200,high,t,TF
GARP-G2-like,TraesCS3D02G355500,high,t,TF
GARP-G2-like,TraesCS3D02G531900,high,t,TF
GARP-G2-like,TraesCS4A02G180900,high,t,TF
GARP-G2-like,TraesCS4A02G242600,high,t,TF
GARP-G2-like,TraesCS4B02G072500,high,t,TF
GARP-G2-like,TraesCS4B02G136900,high,t,TF
GARP-G2-like,TraesCS4B02G323600,high,t,TF
GARP-G2-like,TraesCS4D02G071300,high,t,TF
GARP-G2-like,TraesCS4D02G131500,high,t,TF
GARP-G2-like,TraesCS4D02G320400,high,t,TF
GARP-G2-like,TraesCS5A02G064700,high,t,TF
GARP-G2-like,TraesCS5A02G068900,high,t,TF
GARP-G2-like,TraesCS5A02G153000,high,t,TF
GARP-G2-like,TraesCS5A02G203200,high,t,TF
GARP-G2-like,TraesCS5A02G401600,high,t,TF
GARP-G2-like,TraesCS5A02G402800,high,t,TF
GARP-G2-like,TraesCS5A02G496100,high,t,TF
GARP-G2-like,TraesCS5B02G068000,high,t,TF
GARP-G2-like,TraesCS5B02G075300,high,t,TF
GARP-G2-like,TraesCS5B02G151800,high,t,TF
GARP-G2-like,TraesCS5B02G201900,high,t,TF
GARP-G2-like,TraesCS5B02G406300,high,t,TF
GARP-G2-like,TraesCS5B02G407600,high,t,TF
GARP-G2-like,TraesCS5D02G075600,high,t,TF
GARP-G2-like,TraesCS5D02G081000,high,t,TF
GARP-G2-like,TraesCS5D02G158300,high,t,TF
GARP-G2-like,TraesCS5D02G209600,high,t,TF
GARP-G2-like,TraesCS5D02G411800,high,t,TF
GARP-G2-like,TraesCS5D02G412800,high,t,TF
GARP-G2-like,TraesCS6A02G007300,high,t,TF
GARP-G2-like,TraesCS6A02G109700,high,t,TF
GARP-G2-like,TraesCS6A02G254700,high,t,TF
GARP-G2-like,TraesCS6A02G266400,high,t,TF
GARP-G2-like,TraesCS6A02G385500,high,t,TF
GARP-G2-like,TraesCS6B02G012800,high,t,TF
GARP-G2-like,TraesCS6B02G138200,high,t,TF
GARP-G2-like,TraesCS6B02G270800,high,t,TF
GARP-G2-like,TraesCS6B02G293700,high,t,TF
GARP-G2-like,TraesCS6B02G394700,high,t,TF
GARP-G2-like,TraesCS6B02G424600,high,t,TF
GARP-G2-like,TraesCS6D02G011600,high,t,TF
GARP-G2-like,TraesCS6D02G098200,high,t,TF
GARP-G2-like,TraesCS6D02G236000,high,t,TF
GARP-G2-like,TraesCS6D02G248300,high,t,TF
GARP-G2-like,TraesCS6D02G370300,high,t,TF
GARP-G2-like,TraesCS7A02G298700,high,t,TF
GARP-G2-like,TraesCS7A02G339800,high,t,TF
GARP-G2-like,TraesCS7A02G345200,high,t,TF
GARP-G2-like,TraesCS7A02G411000,high,t,TF
GARP-G2-like,TraesCS7A02G411100,high,t,TF
GARP-G2-like,TraesCS7A02G469900,high,t,TF
GARP-G2-like,TraesCS7A02G470100,high,t,TF
GARP-G2-like,TraesCS7A02G470200,high,t,TF
GARP-G2-like,TraesCS7B02G200700,high,t,TF
GARP-G2-like,TraesCS7B02G238000,high,t,TF
GARP-G2-like,TraesCS7B02G251400,high,t,TF
GARP-G2-like,TraesCS7B02G310200,high,t,TF
GARP-G2-like,TraesCS7B02G310300,high,t,TF
GARP-G2-like,TraesCS7B02G372000,high,t,TF
GARP-G2-like,TraesCS7B02G372100,high,t,TF
GARP-G2-like,TraesCS7B02G372200,high,t,TF
GARP-G2-like,TraesCS7D02G294400,high,t,TF
GARP-G2-like,TraesCS7D02G334100,high,t,TF
GARP-G2-like,TraesCS7D02G347500,high,t,TF
GARP-G2-like,TraesCS7D02G404000,high,t,TF
GARP-G2-like,TraesCS7D02G404100,high,t,TF
GARP-G2-like,TraesCS7D02G457300,high,t,TF
GARP-G2-like,TraesCS7D02G457400,high,t,TF
GARP-G2-like,TraesCS7D02G457500,high,t,TF
GARP-G2-like,TraesCS7D02G457600,high,t,TF
GARP-G2-like,TraesCSU01G105200,high,t,TF
GeBP,TraesCS1B02G087500,high,t,TF
GeBP,TraesCS2A02G151700,high,t,TF
GeBP,TraesCS2B02G176900,high,t,TF
GeBP,TraesCS2D02G156800,high,t,TF
GeBP,TraesCS3A02G036700,high,t,TF
GeBP,TraesCS3A02G042900,high,t,TF
GeBP,TraesCS3A02G165200,high,t,TF
GeBP,TraesCS3B02G040600,high,t,TF
GeBP,TraesCS3B02G047200,high,t,TF
GeBP,TraesCS3B02G119900,high,t,TF
GeBP,TraesCS3B02G200500,high,t,TF
GeBP,TraesCS3D02G037800,high,t,TF
GeBP,TraesCS3D02G043400,high,t,TF
GeBP,TraesCS3D02G176400,high,t,TF
GeBP,TraesCS4A02G138100,high,t,TF
GeBP,TraesCS4A02G270000,high,t,TF
GeBP,TraesCS4B02G044100,high,t,TF
GeBP,TraesCS4B02G159600,high,t,TF
GeBP,TraesCS4D02G041600,high,t,TF
GeBP,TraesCS4D02G163600,high,t,TF
GeBP,TraesCS5A02G234500,high,t,TF
GeBP,TraesCS5B02G233000,high,t,TF
GeBP,TraesCS5D02G022400,high,t,TF
GeBP,TraesCS5D02G022900,high,t,TF
GeBP,TraesCS5D02G241400,high,t,TF
GeBP,TraesCS6A02G326000,high,t,TF
GeBP,TraesCS6A02G329300,high,t,TF
GeBP,TraesCS6B02G356300,high,t,TF
GeBP,TraesCS6B02G360100,high,t,TF
GeBP,TraesCS6D02G305700,high,t,TF
GeBP,TraesCS6D02G308200,high,t,TF
GeBP,TraesCS7A02G199000,high,t,TF
GeBP,TraesCS7B02G074000,high,t,TF
GeBP,TraesCS7B02G105700,high,t,TF
GeBP,TraesCS7D02G170000,high,t,TF
GeBP,TraesCS7D02G201700,high,t,TF
GRAS,TraesCS1A02G030200,high,t,TF
GRAS,TraesCS1A02G030300,high,t,TF
GRAS,TraesCS1A02G209400,high,t,TF
GRAS,TraesCS1A02G304000,high,t,TF
GRAS,TraesCS1A02G319700,high,t,TF
GRAS,TraesCS1A02G413800,high,t,TF
GRAS,TraesCS1B02G037200,high,t,TF
GRAS,TraesCS1B02G037300,high,t,TF
GRAS,TraesCS1B02G037400,high,t,TF
GRAS,TraesCS1B02G037500,high,t,TF
GRAS,TraesCS1B02G223400,high,t,TF
GRAS,TraesCS1B02G314500,high,t,TF
GRAS,TraesCS1B02G332000,high,t,TF
GRAS,TraesCS1B02G443800,high,t,TF
GRAS,TraesCS1D02G030700,high,t,TF
GRAS,TraesCS1D02G030800,high,t,TF
GRAS,TraesCS1D02G030900,high,t,TF
GRAS,TraesCS1D02G031000,high,t,TF
GRAS,TraesCS1D02G031200,high,t,TF
GRAS,TraesCS1D02G212800,high,t,TF
GRAS,TraesCS1D02G303500,high,t,TF
GRAS,TraesCS1D02G319500,high,t,TF
GRAS,TraesCS1D02G421200,high,t,TF
GRAS,TraesCS2A02G096800,high,t,TF
GRAS,TraesCS2A02G189600,high,t,TF
GRAS,TraesCS2A02G192600,high,t,TF
GRAS,TraesCS2A02G194600,high,t,TF
GRAS,TraesCS2A02G200700,high,t,TF
GRAS,TraesCS2A02G214400,high,t,TF
GRAS,TraesCS2A02G304000,high,t,TF
GRAS,TraesCS2A02G395400,high,t,TF
GRAS,TraesCS2A02G460200,high,t,TF
GRAS,TraesCS2A02G532900,high,t,TF
GRAS,TraesCS2B02G112100,high,t,TF
GRAS,TraesCS2B02G212300,high,t,TF
GRAS,TraesCS2B02G214600,high,t,TF
GRAS,TraesCS2B02G217500,high,t,TF
GRAS,TraesCS2B02G228000,high,t,TF
GRAS,TraesCS2B02G239400,high,t,TF
GRAS,TraesCS2B02G320700,high,t,TF
GRAS,TraesCS2B02G413500,high,t,TF
GRAS,TraesCS2B02G481900,high,t,TF
GRAS,TraesCS2B02G562400,high,t,TF
GRAS,TraesCS2D02G055700,high,t,TF
GRAS,TraesCS2D02G095300,high,t,TF
GRAS,TraesCS2D02G193300,high,t,TF
GRAS,TraesCS2D02G194800,high,t,TF
GRAS,TraesCS2D02G198200,high,t,TF
GRAS,TraesCS2D02G208500,high,t,TF
GRAS,TraesCS2D02G220200,high,t,TF
GRAS,TraesCS2D02G302600,high,t,TF
GRAS,TraesCS2D02G393200,high,t,TF
GRAS,TraesCS2D02G460500,high,t,TF
GRAS,TraesCS2D02G534700,high,t,TF
GRAS,TraesCS3A02G067900,high,t,TF
GRAS,TraesCS3A02G068000,high,t,TF
GRAS,TraesCS3A02G233000,high,t,TF
GRAS,TraesCS3A02G360300,high,t,TF
GRAS,TraesCS3A02G392400,high,t,TF
GRAS,TraesCS3A02G392500,high,t,TF
GRAS,TraesCS3A02G392600,high,t,TF
GRAS,TraesCS3A02G408000,high,t,TF
GRAS,TraesCS3A02G487500,high,t,TF
GRAS,TraesCS3B02G080900,high,t,TF
GRAS,TraesCS3B02G081000,high,t,TF
GRAS,TraesCS3B02G081100,high,t,TF
GRAS,TraesCS3B02G262400,high,t,TF
GRAS,TraesCS3B02G392600,high,t,TF
GRAS,TraesCS3B02G424500,high,t,TF
GRAS,TraesCS3B02G424600,high,t,TF
GRAS,TraesCS3B02G441600,high,t,TF
GRAS,TraesCS3B02G535100,high,t,TF
GRAS,TraesCS3D02G067700,high,t,TF
GRAS,TraesCS3D02G067800,high,t,TF
GRAS,TraesCS3D02G067900,high,t,TF
GRAS,TraesCS3D02G220100,high,t,TF
GRAS,TraesCS3D02G354100,high,t,TF
GRAS,TraesCS3D02G385400,high,t,TF
GRAS,TraesCS3D02G385500,high,t,TF
GRAS,TraesCS3D02G403100,high,t,TF
GRAS,TraesCS3D02G482600,high,t,TF
GRAS,TraesCS4A02G039000,high,t,TF
GRAS,TraesCS4A02G088500,high,t,TF
GRAS,TraesCS4A02G176200,high,t,TF
GRAS,TraesCS4A02G176300,high,t,TF
GRAS,TraesCS4A02G176400,high,t,TF
GRAS,TraesCS4A02G176500,high,t,TF
GRAS,TraesCS4A02G176600,high,t,TF
GRAS,TraesCS4A02G176700,high,t,TF
GRAS,TraesCS4A02G177100,high,t,TF
GRAS,TraesCS4A02G185900,high,t,TF
GRAS,TraesCS4A02G191300,high,t,TF
GRAS,TraesCS4A02G209800,high,t,TF
GRAS,TraesCS4A02G260600,high,t,TF
GRAS,TraesCS4A02G271000,high,t,TF
GRAS,TraesCS4A02G430600,high,t,TF
GRAS,TraesCS4A02G465000,high,t,TF
GRAS,TraesCS4A02G466700,high,t,TF
GRAS,TraesCS4A02G482000,high,t,TF
GRAS,TraesCS4B02G043100,high,t,TF
GRAS,TraesCS4B02G054000,high,t,TF
GRAS,TraesCS4B02G113300,high,t,TF
GRAS,TraesCS4B02G124000,high,t,TF
GRAS,TraesCS4B02G133000,high,t,TF
GRAS,TraesCS4B02G140800,high,t,TF
GRAS,TraesCS4B02G141100,high,t,TF
GRAS,TraesCS4B02G141200,high,t,TF
GRAS,TraesCS4B02G141300,high,t,TF
GRAS,TraesCS4B02G141400,high,t,TF
GRAS,TraesCS4B02G141500,high,t,TF
GRAS,TraesCS4B02G215700,high,t,TF
GRAS,TraesCS4B02G266700,high,t,TF
GRAS,TraesCS4B02G336200,high,t,TF
GRAS,TraesCS4B02G342800,high,t,TF
GRAS,TraesCS4B02G367300,high,t,TF
GRAS,TraesCS4D02G040400,high,t,TF
GRAS,TraesCS4D02G054000,high,t,TF
GRAS,TraesCS4D02G110800,high,t,TF
GRAS,TraesCS4D02G122000,high,t,TF
GRAS,TraesCS4D02G127800,high,t,TF
GRAS,TraesCS4D02G135500,high,t,TF
GRAS,TraesCS4D02G135900,high,t,TF
GRAS,TraesCS4D02G136000,high,t,TF
GRAS,TraesCS4D02G136100,high,t,TF
GRAS,TraesCS4D02G136200,high,t,TF
GRAS,TraesCS4D02G136300,high,t,TF
GRAS,TraesCS4D02G136400,high,t,TF
GRAS,TraesCS4D02G136500,high,t,TF
GRAS,TraesCS4D02G216200,high,t,TF
GRAS,TraesCS4D02G266400,high,t,TF
GRAS,TraesCS4D02G332000,high,t,TF
GRAS,TraesCS4D02G338800,high,t,TF
GRAS,TraesCS4D02G360200,high,t,TF
GRAS,TraesCS5A02G080300,high,t,TF
GRAS,TraesCS5A02G135000,high,t,TF
GRAS,TraesCS5A02G139000,high,t,TF
GRAS,TraesCS5A02G144000,high,t,TF
GRAS,TraesCS5A02G325800,high,t,TF
GRAS,TraesCS5A02G409800,high,t,TF
GRAS,TraesCS5A02G414000,high,t,TF
GRAS,TraesCS5A02G481300,high,t,TF
GRAS,TraesCS5A02G505900,high,t,TF
GRAS,TraesCS5A02G506000,high,t,TF
GRAS,TraesCS5A02G506100,high,t,TF
GRAS,TraesCS5A02G511900,high,t,TF
GRAS,TraesCS5A02G535000,high,t,TF
GRAS,TraesCS5B02G133800,high,t,TF
GRAS,TraesCS5B02G138100,high,t,TF
GRAS,TraesCS5B02G143100,high,t,TF
GRAS,TraesCS5B02G326100,high,t,TF
GRAS,TraesCS5B02G326400,high,t,TF
GRAS,TraesCS5B02G417000,high,t,TF
GRAS,TraesCS5B02G494500,high,t,TF
GRAS,TraesCS5D02G092000,high,t,TF
GRAS,TraesCS5D02G139500,high,t,TF
GRAS,TraesCS5D02G148000,high,t,TF
GRAS,TraesCS5D02G152700,high,t,TF
GRAS,TraesCS5D02G332000,high,t,TF
GRAS,TraesCS5D02G419400,high,t,TF
GRAS,TraesCS5D02G422300,high,t,TF
GRAS,TraesCS5D02G494900,high,t,TF
GRAS,TraesCS6A02G159500,high,t,TF
GRAS,TraesCS6A02G247200,high,t,TF
GRAS,TraesCS6B02G191800,high,t,TF
GRAS,TraesCS6B02G277400,high,t,TF
GRAS,TraesCS6D02G055100,high,t,TF
GRAS,TraesCS6D02G153000,high,t,TF
GRAS,TraesCS6D02G229400,high,t,TF
GRAS,TraesCS7A02G014200,high,t,TF
GRAS,TraesCS7A02G059000,high,t,TF
